retention_in_hour,count
29,7
31,6
34,4
35,2
36,1
38,1
39,1
40,2
41,1
42,6
43,1
44,3
45,9
51,1
52,3
53,1
54,2
55,3
56,2
57,5
60,2
62,1
64,6
65,9
69,3
70,6
71,8
73,2
75,4
79,3
81,3
82,1
94,8
97,5
100,5
101,6
102,7
103,2
105,5
10,67
107,2
108,1
109,3
112,6
113,4
11,41
115,7
116,4
119,8
129,6
142,5
144,3
145,3
148,8
149,1
150,1
161,7
166,5
25,13
33,36
37,23
4,326
46,12
47,19
49,38
50,27
5,449
66,22
0,7564
76,25
77,10
8,638
88,14
89,27
90,20
9,159
96,40
99,32
1,1922
120,15
12,224
13,158
14,717
164,22
167,25
19,181
20,537
28,466
30,131
32,391
3,2995
6,6672
72,449
7,4632
95,611
15,1096
16,1791
165,110
17,5982
18,3226
21,4092
22,6378
23,2280
2,42977
27,4482
133,3764
134,1694
135,3374
137,2671
139,1283
24,12245
26,35044
48,11441
74,27799
91,11264
92,16510
98,27764
121,20860
127,25372
128,18782
132,89743
136,10434
138,93670
146,27334
162,10585
122,218680
123,1375226
124,9034288
125,7914054
126,1923950
