retention_in_hour,count
120,4
74,30
75,88
77,82
112,15
116,93
134,55
138,48
140,27
142,49
144,57
26,862
27,365
28,761
29,582
32,710
33,791
34,284
35,529
40,822
44,968
47,750
49,335
50,283
51,185
52,375
53,853
0,58280
59,956
68,695
73,867
76,171
78,946
79,654
80,137
81,109
82,116
83,239
87,918
88,325
95,999
98,294
103,783
10,5766
111,665
11,7566
119,475
121,236
122,102
123,456
124,221
126,563
127,429
128,186
1,31706
133,415
13,4898
135,964
136,231
139,262
143,256
145,868
14,8194
148,438
152,875
153,270
160,644
161,116
163,901
16,7121
17,2714
18,2289
19,1332
20,1437
2,13206
21,5384
22,4908
23,3807
25,2872
30,1787
3,11293
31,2553
36,2172
37,4035
38,2887
39,2582
4,13250
41,5939
42,3664
43,1689
45,8670
46,1033
48,1104
5,18667
54,1248
55,1085
56,1554
57,2886
58,2233
60,5200
61,2480
62,4424
6,25832
63,5424
64,3605
65,6595
66,3038
67,1161
70,2820
71,1106
7,18666
72,3244
8,15095
84,1570
85,3296
86,1367
89,4258
90,6538
91,2253
9,12630
92,7708
93,7025
94,6467
96,1502
97,1143
102,1426
104,1025
105,1649
106,4515
108,1010
109,3236
110,1441
113,5036
114,1130
115,3432
117,4058
118,5457
12,12616
125,5043
129,3474
130,8725
131,9978
132,1681
137,6330
141,2155
146,2266
147,1159
149,7184
15,21073
155,9550
162,1239
164,1192
165,7055
166,1736
24,13434
69,13978
99,16091
100,27798
101,20095
107,10402
150,41239
151,86451
154,23555
156,16874
157,81638
158,80451
159,84695
