retention_in_hour,count
0, 1882152
1, 825070
2, 439554
3, 307044
4, 234239
5, 159247
6, 124346
7, 136567
8, 90572
9, 75043
10, 36794
11, 28708
12, 23811
13, 18288
14, 17016
15, 24635
16, 9195
17, 20436
18, 14443
19, 11295
20, 9417
21, 1915
22, 1175
23, 470
