883,67717
1998,9064
2930,3532
1367,8107
3825,936
1070,19060
3117,2808
3618,81
3275,1864
2463,16413
2493,1551
105,882805
5976,1
2380,13588
111,904377
3549,379
408,125789
4776,30
3577,1022
2777,4578
5679,6567
559,412837
3601,11
580,211178
4956,112
2800,20095
2523,16949
5103,23036
3808,26307
1257,4804
31,4070760
4717,5477
2307,919595
2706,1932
4439,4
3336,1173
2133,2905
5104,11785
968,30426
675,37815
4722,7978
431,110893
3541,348
382,109976
3487,276
2846,21033
4729,8220
3863,2161
139,564854
129,893628
4662,2972
3008,3430
926,14332
1246,7952
1083,19626
1293,13254
3024,3872
1792,47535
662,27694
168,575447
1518,6679
3447,19912
3444,2455
178,589320
3156,8944
2728,20871
3439,2176
124,798014
1429,4706
4259,1
1974,28901
2536,33924
4350,4
3611,7103
2483,1396
1374,6372
2807,14586
2303,374266
2259,9172
2212,12948
716,38463
1886,9529
1972,16634
940,24316
685,66640
21,18012871
4862,759
523,70689
3823,398
2377,3984
3975,616
1460,3234
453,71145
2500,11000
1202,6486
3162,14661
3303,35970
351,207218
2838,2261
595,54687
2926,4739
1854,6988
1498,4342
835,45624
1267,17157
113,693948
901,14151
2191,7601
7021,44
1056,10799
3664,9027
3108,1221
4365,2
2753,11045
1473,15761
881,25011
2461,3192
3186,2420
405,225046
507,67932
3843,1480
1734,6251
3565,128
3230,14384
1258,7338
2313,1056211
392,122564
3653,1667
2242,8101
2254,3091
3354,527
813,47170
2014,7769
644,56790
2477,9358
5140,134
3360,1144
1820,43324
5308,391
2110,5755
5275,76
1342,8555
2457,2131
1968,4161
1802,5214
2775,44662
2273,2407
3476,6278
791,31660
3330,918
1355,7791
3640,23549
2231,5469
5904,26
3617,1006
3231,26092
3095,2354
916,30526
2043,20282
3646,167
4857,1547
4828,6719
329,170083
525,89808
27,4386286
787,19959
2331,16835
1902,4628
1561,5705
1866,22396
2001,12111
3736,24041
3731,1408
3216,2750
1310,27247
3459,849
2115,10458
4578,12
3695,194
1239,39896
4489,20
3035,21942
769,16173
1181,48493
1809,4626
803,47700
2744,2115
2559,123031
3199,795
5287,2
60,1779590
1245,13606
1400,16412
1067,31309
691,49979
2615,24891
1676,11224
1388,19867
3134,16990
346,149310
3085,6627
3171,10010
427,90955
5121,310
4735,323
82,1238124
3464,1326
2202,2621
650,38653
4635,62
1154,10102
895,30006
1763,15979
69,2254496
4299,12
1910,78032
2762,5297
3076,9611
224,349359
3608,264
3402,4842
3264,1597
2711,1995
3501,252
1982,25300
5226,202
2393,2564
3423,33084
426,97270
3222,2462
1435,4341
279,161736
2408,2298
483,83242
498,67436
3520,12064
2055,36707
1487,8360
4311,1227
4698,220201
2028,9739
1540,55948
3075,8291
1606,14108
2064,10205
99,1125473
3553,345
5218,16
4892,909
1933,5547
2022,8538
790,31365
533,137398
2080,23682
4448,1
3551,520
1122,16694
2416,8289
1053,17826
414,217539
462,133734
3852,2119
263,176874
3746,347
4536,10
3361,7859
2985,1985
3593,33
6656,546
3673,25696
3210,22474
1409,23215
4417,172
4581,10
1716,12458
293,570603
1272,16529
1663,13582
3818,2124
2888,4217
469,124302
5716,17
635,64754
1088,13128
5373,156
1566,9478
979,25549
3737,528
709,54018
3603,19
40,2925491
310,186485
192,582249
1115,16315
4421,90
4262,1
3529,1930
4303,28
3764,377
2293,3913
1707,19717
3103,2739
267,184962
543,56751
1892,7050
2044,18252
1437,3534
2813,7035
2724,1892
2517,10994
757,28281
2577,1743
9,32521831
3359,975
1740,32540
1600,62314
603,37040
90,1376805
3514,86
4712,6648
565,100736
3102,1526
3247,1660
850,22010
4683,10
2696,2311
1360,39458
3620,21576
233,335185
1490,9797
2198,20436
2947,4686
2288,69727
4777,32
2954,7417
11,26599302
5120,1033
4841,1645
842,59497
2000,10863
3340,621
2531,2492
199,417542
2410,2508
1899,10893
4606,287
1929,7022
1737,4835
4814,2116
3143,1437
3411,1502
3284,523
3223,5972
3244,2289
2122,8162
2280,17537
280,166237
273,154470
471,64398
3498,1530
2262,5494
1509,6759
1936,19437
2912,4715
1325,37034
1643,12905
131,605522
7119,46
1565,14769
4277,12
8057,54
1502,8786
1872,21938
3488,390
2935,2285
6949,132
4270,6
3875,3138
2513,101934
37,4347834
855,15297
3659,3222
1706,11798
1839,51393
1788,23120
2186,4644
680,44628
3962,6103
1147,9014
2783,6199
334,239368
4870,2127
2292,3781
3582,920
1997,17996
6650,818
5256,25
1680,14312
2879,210244
1139,42084
1319,6409
1826,9464
2454,18296
2077,2063
2036,6238
1747,3463
820,67723
1799,3381
1552,27151
1194,22392
3716,703
7307,6
41,2603344
3014,16049
3084,18321
2887,3853
1453,4883
866,54975
2223,39792
5118,6274
3532,483
770,28438
3380,2664
1097,18279
641,33894
4734,59
838,23664
2962,6449
2664,5663
616,46608
1121,40448
870,79637
896,31598
3530,4531
3672,19009
2903,5202
4934,5
2165,2954
5096,34306
2347,5028
777,46363
3609,739
2786,7743
1672,45289
2325,102315
1685,14845
1891,6692
4924,6173
2768,1985
562,141693
2269,3340
1102,11436
183,313723
2544,2305
1478,23858
2541,17786
439,109527
362,213329
1379,8786
2607,16542
3345,1139
4598,79
4839,370
3798,346
2496,1674
407,118790
3686,13499
18,16364831
376,255410
5826,1
1393,3206
1167,44541
609,32304
5615,3593
3652,2928
3373,4618
148,612285
1343,7296
2489,9440
2655,11957
726,66013
2509,2344
2955,9519
2703,17805
4919,4575
157,691168
964,76616
2009,27721
1909,37934
935,13201
2627,24251
3576,979
1213,5204
1093,8488
81,1338830
6955,475
1300,27613
624,28628
2598,1220
371,176215
204,308737
1041,132903
1990,4518
4611,10
3254,8618
814,60248
2492,2117
2109,3066
884,78177
4927,3
3539,7999
4910,1079
749,84350
345,134327
3323,921
4846,2485
613,42442
952,40181
2691,9481
1071,54245
3058,5431
5286,36
253,374314
3278,4681
2427,7853
63,1544784
1637,16873
179,339997
1105,26974
3705,42
1334,20500
2499,8970
3776,373
2805,4597
2096,6425
1784,5846
938,32396
3882,64
2149,1796
1830,9847
1620,80554
2241,4785
3060,7266
3167,2216
2370,3284
929,9502
2554,1888
1583,8700
1538,11984
258,311070
2620,9038
2138,2376
1055,17602
3610,289
2447,2689
3140,1002
141,754755
3043,1630
4939,10
4228,10
1230,41532
2793,4746
2993,24116
1917,4325
5865,2
1713,6997
3590,3241
1060,32278
3759,23351
3722,54
2420,1368
2104,17132
2894,5186
2126,4483
4450,8
2858,611453
900,30589
318,361700
2526,8930
972,35078
473,64400
2572,7471
1774,14573
3,71320038
248,291741
3888,8176
802,55704
3420,27700
2063,7155
3723,104
3269,1554
2632,24258
1049,30899
4544,1
4869,1362
2812,7712
1488,5805
560,162330
2830,1647
798,35174
898,26599
3892,1284
2725,1129
3670,7683
4932,184
1273,10470
2516,2535
451,213636
3362,6076
2616,1088
1408,61589
2448,1665
4224,8
2969,31419
2721,2143
3595,92
578,66403
4909,1123
4418,505
695,113956
3331,323
540,56885
1615,136735
3137,22707
3065,22446
2073,3046
1732,17541
861,13092
3706,590
337,162417
2406,11859
3172,12578
76,1515529
2718,1335
982,22446
571,86366
1190,32480
2592,1014
1171,20068
1345,7362
5715,8925
2290,3877
4431,49
1123,9868
236,274039
758,17689
706,78604
14,20655131
2587,1381
1608,11165
2328,14455
3232,62553
2474,2258
2889,4658
3786,67
234,389867
594,44816
2924,2869
1438,13142
1903,6313
4766,2
4580,2
3554,8912
3116,3006
2776,29012
4443,50
1000,31209
43,3142161
2582,6598
3502,997
1728,6582
3955,2
3763,590
193,308558
288,167341
119,754687
4875,781
5954,20
3374,24199
1180,21816
7870,64
4730,7048
430,66790
3602,99
447,79729
3258,640
1446,8884
4438,155
2118,3340
415,149349
3987,184
2597,1381
1292,9819
1356,16137
438,188825
1153,12672
1871,40795
1022,36847
2795,4207
953,33888
4830,14420
1560,3882
4820,4018
784,32550
1762,16742
260,232042
3080,2189
2061,58452
1844,5994
762,31261
1144,36904
1723,3455
2047,11909
144,891834
5281,411
3696,1243
906,14087
2205,3307
1349,27126
177,406328
2213,6283
3346,3016
2940,26964
22,14212305
205,371379
3072,3198
3213,1012
3296,873
2681,10572
1260,7619
874,141000
493,88900
1708,17262
3719,354
2220,5742
1436,2431
2528,2478
1591,4916
1677,376401
2174,18774
4699,115522
1320,6568
1026,15763
4493,54
2752,35403
1390,5199
1993,4486
3544,44350
1469,11713
1499,9494
400,212865
919,18746
1268,6401
633,35247
1372,23303
1977,7248
2023,23843
3445,952
1669,24204
1825,6382
1285,6605
3309,1741
3594,209
3757,233
1549,60739
1959,34875
1242,44589
1208,7541
1874,8029
1803,19315
3542,13182
1201,12296
519,94752
5070,11777
5069,1728
3300,775
17,16912472
2451,8893
3337,548
1274,12999
5119,12123
110,1008802
4861,636
2356,16311
4721,1719
2210,4132
3700,232
2658,1835
5871,1
6644,38
646,50342
5380,36
5807,11
4005,678
1220,8971
5266,24
3663,27301
5276,191
2652,2123
4263,1
2337,4331
2243,23513
1087,18274
1288,39069
810,148952
33,3970016
1587,16956
4256,12
227,315982
4829,3452
1860,31668
4577,2
2013,5592
264,258736
806,77599
8277,16
1885,8190
4899,1662
2905,4780
1817,17537
2707,1822
4854,26294
556,1840463
717,41885
2817,1251
671,51528
1511,18208
2249,6137
3353,21056
5678,10344
2423,3378
1605,18569
663,44738
2431,2332
5050,8
1945,13444
4326,44
969,17615
1946,38224
2276,9119
1501,4756
4808,14392
549,89417
3465,495
3629,4100
7018,74
946,9771
2644,5660
1361,29198
7020,77
3864,291
3155,1823
3773,597
3280,17366
1465,7712
2990,44429
1397,9605
3678,441
941,25893
583,97003
4848,954
3436,1628
5063,862
1869,22054
3190,2679
591,85463
2304,692989
3846,256
3481,649
2804,11219
2341,8541
3583,863
102,1029690
1920,5072
3827,341
2992,38828
2639,7424
4227,2
3483,76700
1218,23946
4409,44
2398,2035
259,305107
5290,370
1625,14350
163,538840
1106,40572
1836,35216
1531,9198
2731,1906
3976,872
2929,2354
5640,1
2738,1378
1333,11973
2770,1019
3859,870
3087,39028
442,92838
2156,3187
1577,5841
1572,22926
2851,2239
886,149600
4733,20
2835,11250
1329,8186
3728,98
4186,2
3568,2914
3243,1109
3777,2439
320,194214
3528,60
3756,16740
811,172596
465,75084
249,241873
1612,23456
819,18020
5280,960
1177,14046
1189,17359
3680,107
1748,4067
2127,11797
858,24783
3768,53
385,184573
1359,49569
1479,41148
5095,26979
2578,1950
971,13265
4716,6478
479,90644
847,20397
1166,25515
3091,1300
2166,3602
1378,6200
1054,20684
2821,827
2101,3168
619,32151
5726,4
4996,376
3797,371
3616,20741
621,45890
2310,912632
2495,2093
4908,829
3395,3330
3052,11377
2322,2080
2438,3062
3334,969
3246,2012
7312,12
377,126488
2050,4805
602,24195
3815,8518
1311,39185
1787,20101
5057,1024
612,58008
936,13470
1391,8332
5234,226
3579,813
2794,3835
701,67382
3710,14443
214,274285
3630,4843
2708,2320
2789,6631
1650,5659
2074,12279
2539,2589
2547,7294
731,46926
3639,28033
2779,5944
2139,10080
768,28923
1928,5550
1092,10295
3877,411
2255,6668
1756,27450
1636,17446
2491,3086
338,144325
3105,1526
576,84057
761,33809
738,34523
1775,5946
1415,5241
484,108312
3408,1387
2334,32660
1078,7046
1243,22837
2530,1347
4833,4967
623,32626
3885,17794
1512,7459
2956,23646
2946,3998
2564,1242
2382,10523
328,216912
628,89204
1223,9108
3538,614
733,24029
3745,297
630,88002
997,11497
4947,24
3394,449
608,46504
3263,1140
1234,6639
1649,11792
2226,2230
2878,319758
4535,16
1474,15348
125,884065
44,3307069
2152,10661
1687,12185
1188,122434
3142,442
2008,38108
7138,14
2862,267480
714,35645
1564,12075
2663,2498
4631,30
397,165266
1096,25141
3285,541
2934,2577
1657,7570
3009,1038
4432,431
2185,8353
2717,1963
1191,47537
823,67774
4659,30
4666,14
771,32322
401,131358
186,466307
1797,4684
1119,76663
1914,3189
3039,41199
1705,8518
3000,3389
915,29287
2978,44114
5390,19
5260,2251
1586,7221
1986,17269
1456,42111
2606,3662
2060,24514
3561,766
1551,46555
3981,2126
4607,356
2904,5806
3643,617
2346,4902
2195,7819
561,110946
2112,5026
2555,1860
2221,4623
3718,6330
2982,2457
1307,7446
1812,16250
1769,13667
2475,9878
1875,9789
3834,10353
5087,1250
1673,11247
297,540443
963,53257
4931,86
2031,68921
980,25442
1596,4302
2697,2157
2097,5535
1651,4016
1569,3680
2542,18350
2123,2451
530,107644
3701,518
3805,147
3067,104571
2675,1394
7308,12
470,98035
1524,10932
6652,22
2360,3930
1287,34128
2403,9350
654,94932
2261,2697
283,145131
156,752433
5860,26
3414,1035
1744,41518
864,115205
2913,2338
1170,15201
3382,4040
1896,4978
2895,13462
1042,25227
1686,7332
3874,642
38,4310228
196,323456
4817,5217
4143,100
1169,52491
3816,9314
118,926326
1674,10262
4872,2745
1065,34836
1659,15576
767,31929
2173,8220
1020,30904
805,50480
84,1075110
437,226651
194,311907
3503,68
2749,11253
1768,14894
2395,1908
1021,16259
5094,10995
4937,92
934,17287
1989,4647
4035,10
3537,466
4821,4129
948,14426
2160,2552
5228,23
3785,176
2450,9557
1398,8959
3986,2923
226,239664
5677,4324
527,51390
1430,19537
1145,38747
1870,29350
3229,1344
2466,1268
62,1780237
833,65181
4513,38
2743,2152
3276,758
3649,722
548,123301
3450,17801
2575,1877
3697,300
1110,13408
3466,1115
2204,4110
1999,22950
3632,42
783,96504
1357,12713
1152,11285
4684,44
789,25043
49,2088423
2046,9355
2967,71755
4860,1325
2117,3081
715,57151
1934,20063
3615,26910
2201,2464
1916,9756
23,12751354
1722,5692
364,205094
3069,93566
950,27150
2680,12896
2957,49217
1445,21194
1678,991143
1845,4739
1025,50381
3429,1402
3580,1025
3073,10270
1992,4003
2478,4845
1466,11771
2340,12943
778,37494
3555,596
720,40317
4430,3
2449,5732
460,93571
244,422922
5072,6339
4838,2630
3744,350
3220,1919
2811,10595
3854,14379
4901,3376
1607,12185
1386,17913
1536,6797
2617,1385
452,105217
579,62269
295,239837
1618,56682
3301,652
3136,23879
77,1566256
541,52917
3890,141
5863,20
897,33740
1628,5259
3219,20086
3871,9765
3671,148
237,342842
2584,10667
2722,2776
2371,5542
2519,2802
2923,2077
2610,1239
416,84274
2950,14536
3212,1456
914,42729
100,962460
300,238271
1439,13864
4419,624
3654,3015
2405,27355
4710,124590
2232,2018
8245,2
3642,470
2432,4348
1407,78119
496,88726
2829,4073
605,82045
2987,6292
2581,1985
4855,36855
1699,5711
42,2558301
759,35229
4898,292
1228,39926
235,390482
2291,2371
2591,1682
1931,9656
5917,26
694,66061
1103,13717
4444,46
3788,2445
3148,6678
2244,26451
296,238232
265,255123
171,655110
4327,44
2687,2282
7313,4
2012,8566
3201,509
582,181509
3257,5569
1884,23472
4868,1113
557,1700270
3621,2179
2726,14008
441,68240
7430,4
3325,419
672,23517
983,28115
3806,20909
3689,24827
3496,6698
5391,4
751,45074
1746,5411
4300,26
3356,283
2167,3347
1980,5874
2275,6262
4004,10
4890,126
677,59493
907,22385
1868,22193
3480,64
3154,1376
590,101395
1210,7812
5062,838
664,36905
1790,27643
2264,4901
79,1552198
3845,5543
1420,11787
3295,716
3437,1954
352,415958
2502,5468
3865,3197
126,878002
1034,9488
2803,7457
2875,202348
5819,1
1533,10415
3679,4222
651,28421
176,591627
4660,46
3145,840
947,20918
256,435710
2810,3497
5071,10568
920,26649
428,118958
4840,1859
2305,649913
3758,128
3545,30661
5273,140
500,133699
1221,17048
1200,8869
1757,4325
918,18998
1413,7697
2107,3461
1275,32001
2211,12141
1598,19691
3453,1556
1856,7332
1491,13324
1362,9121
1804,12128
632,52336
2357,13247
394,176030
1371,15950
2484,978
5068,1411
2659,2051
513,92160
50,1906960
2645,2172
1519,11117
2633,7170
3173,7217
797,69099
2459,2552
2197,6955
3543,20287
1236,11733
2413,1887
645,53341
2566,1134
1176,12569
2881,41840
1039,12349
1815,48645
3662,4974
1005,12611
4723,8487
28,3911277
2089,1786
2087,3482
3474,7965
215,246261
4410,44
3320,8001
687,72164
5106,4
2184,6012
5824,1
3161,29771
2298,3120
5692,1
2336,7787
4424,1
2190,7646
826,95210
2494,1574
1344,9417
3840,178
5265,24
3338,952
2329,5656
4437,443
2980,7823
2653,2131
5056,960
2548,8762
620,69086
5088,851
2625,15612
3400,18099
937,13412
5143,788
3266,784
730,58300
16,17240883
921,24943
3833,23536
2880,112711
2311,949099
3631,1349
2556,1955
994,20138
1786,3961
2320,152626
2788,11371
2440,10588
2140,10441
1523,7413
3578,551
93,1071915
3055,2876
3040,22083
2429,21525
374,222219
2790,5803
3876,1111
429,70426
1306,10511
3688,21199
3767,27
3097,38666
1328,7705
409,141010
1091,8849
812,62977
1958,13985
1962,9557
489,76704
585,54335
3711,32462
1392,6555
4633,196
1080,10742
4724,11556
2819,4155
732,74819
2233,1884
622,54139
6653,2214
970,7921
2381,12289
2771,1295
1416,5208
2256,2715
5718,1
1658,8341
2057,19143
1237,11312
1635,18964
2361,2221
2490,1722
2563,1293
3086,11044
4929,915
270,267872
2840,25725
1602,5687
4226,8
2007,44940
1332,9317
5139,682
1399,8055
740,18980
1117,9116
103,1283074
3434,1765
871,25767
3393,555
4528,4
2039,7388
4891,736
3826,382
3363,1524
1219,21365
3774,297
2534,7664
1704,9924
750,30945
688,80945
1749,7224
1126,8771
2128,15085
1534,12382
2570,1940
7972,1
1915,4748
3729,705
2737,5301
804,20856
83,1214735
3375,38160
1385,23860
2672,2237
4156,2397
1818,2995
2094,6725
962,25667
1837,27394
3778,481
143,724587
3090,855
2323,155565
3049,6343
2822,20615
1051,14680
3033,4667
518,51483
5268,744
2914,1508
2906,5904
1211,14669
3221,3203
2852,3090
2732,2123
2155,2159
2991,70992
2399,2735
1542,33437
1711,7485
2836,5327
2102,13775
3720,431
478,148595
3242,3082
384,118858
836,43306
3068,2609
3989,4911
1735,6825
3512,7
2030,30392
2286,8834
1595,2994
1750,11078
4715,8659
1610,17275
779,33248
343,189693
981,24470
697,31346
3001,1733
857,23650
1010,14189
707,56155
7309,14
3310,604
4279,55
261,208563
4685,51
2439,11692
3739,287
321,166244
3209,37436
2896,39881
1079,11841
2422,1536
4884,1
3407,1280
1590,3581
1652,6536
4816,1525
3980,2572
2933,2633
760,35572
863,56110
531,143605
2469,2897
3317,398
1745,9627
2594,1421
2111,7194
3702,460
2124,4628
721,39132
1897,5818
3482,3364
669,41083
282,170830
420,120275
3622,4096
989,29853
2372,4730
1348,18963
2945,6474
577,52377
1137,16022
3511,1
3504,37490
4843,1751
3381,985
852,37145
643,40587
5721,1
1120,57205
1475,13653
1187,6806
2968,43702
2092,11668
1251,23652
2456,2192
1192,47364
879,20603
3899,179
3017,30115
1095,43954
3961,94
3104,52103
2975,9123
1444,24993
1883,8199
1846,8397
4832,35843
133,792058
2600,3097
2515,4444
1828,12894
2605,1401
56,2076327
3977,380
3006,22641
4282,2
306,145151
70,1927245
5552,1
166,536585
2225,10631
1578,2948
30,4075678
466,84121
134,798770
3038,8581
2151,9780
618,25170
4732,103
3290,763
848,21021
3717,651
1904,5572
1761,3588
2196,5138
1323,20743
1455,46805
2662,1286
1492,9772
4658,158
3560,305
1134,17750
3853,5520
4455,28
1100,5744
2861,257528
1377,4380
4663,446
185,435563
5122,106
1719,50729
2716,7155
4,59002891
5849,29
127,830840
71,1689764
1648,34171
1481,50412
3596,224
2927,27412
2266,4550
2915,225758
512,67470
463,145236
517,56644
722,19514
1363,11336
3588,18582
1109,29635
3051,9854
2067,10242
1597,3085
2154,3109
742,39898
58,1809203
153,389647
2932,8853
2387,3264
101,803494
340,158293
3655,1458
2425,1607
3536,2
1703,4515
5084,1157
5073,1516
3571,350
1172,12083
2510,5271
2458,2587
834,113714
4912,2697
285,253538
2441,2128
2414,3209
1216,43174
4657,718
3879,9856
2194,4227
2285,3344
3092,2161
1135,19958
2864,493976
96,1240349
1667,11625
3836,273
2114,7574
5085,1310
569,117639
3111,41263
1396,18049
1760,4914
391,177457
2033,6092
5048,11768
2676,984
180,320406
1375,6711
2907,4643
1877,7862
2939,1627
246,332144
2227,2386
1168,43850
3241,5903
4323,47
536,97466
4661,64
1767,40968
1653,6513
2237,33069
1688,8915
8085,1
3311,961
1458,5623
2958,7000
444,73465
508,130276
1336,45388
3260,590
1089,17882
12,25020012
3036,2383
1554,17994
2168,3752
3518,12376
3707,1843
3343,1765
3413,1075
875,71675
1522,8310
3467,429
116,813025
136,598887
1197,8582
1580,5468
3274,955
2146,8947
2419,1809
4604,2
308,152820
3485,245
7142,98
3802,647
3004,7196
3676,6813
3027,16099
301,378932
4686,2
51,2277022
1758,5445
456,81935
1822,8114
3063,39212
7093,46
1033,16983
2736,1700
2258,2873
1539,58371
796,60574
2349,5947
366,272326
1541,31729
3727,292
3527,1609
2343,29656
4889,4799
2108,4858
3044,27635
888,53943
3771,472
1011,44554
3743,359
1754,6743
3683,6208
1161,11490
2093,3376
1927,5909
4779,31
1380,10418
2853,2559
3406,1215
990,52785
349,234181
1442,12509
1614,26150
2218,3703
2316,658561
1743,53374
5675,5761
3364,1499
3251,3121
3205,1179
4995,10
1383,43715
137,646736
1414,3633
8059,58
666,22100
3794,1210
860,67863
1074,11501
2308,899382
3884,253
4887,6
1063,27610
1567,5768
1776,4618
2565,1234
2158,3991
3047,6441
2576,3453
4938,1
2362,2107
3287,829
3829,264
2796,6973
1601,11492
323,157065
1834,14719
2142,3303
545,61077
2467,2076
2733,4846
5196,15
187,469483
7310,6
2326,11352
7166,152
1283,10941
3089,17751
6909,200
212,256593
3384,11645
2436,1687
1331,8798
5108,10
2383,6146
1305,7072
5416,1
961,41290
2686,1592
1662,6005
2882,120930
3234,3688
574,268406
