1801,4165
3074,1755
3509,103
4863,1204
3163,2423
1178,10846
1387,16061
1932,6190
458,86545
2634,1206
1785,5963
1250,125724
2507,2092
4893,126
1630,6246
3497,29881
3185,17763
3109,2162
7022,76
728,34977
1244,16997
1638,11142
5060,4744
29,4132798
350,357829
1969,5121
1810,12924
2203,2571
2754,6734
1546,37014
2994,2303
3256,34606
311,205013
4836,240
3844,3688
825,88839
917,19449
3431,1379
495,56674
3889,73
3302,15197
2086,2581
1322,8070
1816,44086
2460,4310
2699,1749
5067,827
1259,17674
5464,1
3824,315
3574,327
2976,42236
3475,720
4319,44
3421,7908
3238,3516
2274,3108
5938,7
6894,6
2002,21101
4902,18547
1203,14181
4261,1
5873,27
2088,2420
1068,33087
486,144374
2134,4824
1354,10126
8,34476596
3239,943
2359,10925
2045,7106
686,52947
3149,3588
943,20099
1887,51199
4258,6
1585,4012
4709,64093
2705,1721
690,55289
5825,2
61,1776885
5970,1
3540,1709
4704,28
2394,1654
1266,15747
3419,10369
3326,642
2654,3074
3627,26254
39,3536352
558,749038
3200,1124
573,102938
2710,2040
1084,28072
3446,15144
638,58978
2350,6894
2479,2196
1,215880722
3218,1404
506,79884
2937,41817
661,38592
3157,4448
2845,6102
2482,1696
2719,2947
1935,49290
2690,8675
581,137346
2727,29965
678,96934
3862,1012
1517,7380
2808,12344
3025,4376
1975,27720
2910,2804
1973,8970
1991,7164
927,26681
3180,3165
2302,338793
4827,4161
3849,199
2745,3483
652,66868
2400,2240
2034,5998
3851,1663
2029,11274
3552,510
844,102097
2723,2375
272,213809
4930,157
775,48602
2518,6337
20,15059065
2376,8366
1983,43567
5263,20
3100,8832
3787,341
4304,2
3562,439
1627,5611
468,166636
3030,2320
1019,22086
700,78933
78,1568867
3369,1904
413,209337
294,427358
764,24757
2075,13816
1981,13672
3638,19756
2081,3809
606,93650
4416,114
3559,1333
2522,2587
1855,8405
432,134904
4235,1
5713,3426
5217,16
2415,12945
708,23725
2583,23720
2589,1331
3286,578
2814,8086
710,48363
1656,6657
856,24180
1664,9491
112,745895
3211,3539
191,476066
3612,600
588,46228
1684,20094
5097,12241
756,25527
262,199695
1944,8206
4422,10
2590,1953
542,47556
3750,1071
3114,1371
2099,5130
2476,12609
2988,4068
170,450213
4873,1076
1921,6448
3217,7378
26,5200572
4923,845
2116,9546
2250,3267
526,47873
1901,4455
3500,28
359,166259
1229,24507
2614,2280
2608,20484
1001,39169
3694,224
232,247481
3458,946
3054,2216
1182,42057
225,336346
1447,8702
142,611717
207,421442
1510,6409
48,4666145
3641,25294
3585,475
3170,2379
5288,588
1988,6635
3923,9779
3730,1164
3135,42811
3665,4564
659,63628
2774,9102
2763,8436
1141,6121
984,21304
1155,22425
3372,6782
1485,13245
788,20199
128,913782
1313,52905
278,195827
1617,20377
3521,8338
490,177174
1843,5019
5809,6
2626,3321
1112,15827
1294,18549
461,179545
2712,2148
1562,18622
1426,4355
3451,5124
4640,8
1358,42529
782,32508
3647,513
2281,5006
1557,6474
1486,5443
425,94218
2056,26725
3607,19
2876,138943
3648,597
3428,1001
781,25328
3015,46746
1950,2846
2782,7304
2037,5015
5327,21
532,112744
1193,47113
3963,24
2455,2074
55,2140099
3592,11204
1890,2767
1681,15708
872,21648
1146,9088
395,126765
89,1286485
8058,54
988,62720
5848,4
3584,701
2295,12212
1550,32200
1454,16168
2533,6233
3960,28
4434,3
1584,3556
1675,6307
649,28101
2150,2541
1318,8722
642,29981
1764,17931
3348,6583
1908,30120
2792,5403
1718,23738
1098,15528
3003,10404
4849,2608
2665,1363
4609,2
184,388377
776,54470
3738,224
1570,3750
2673,1425
1269,7064
181,490650
412,317152
1671,54681
4242,2
7501,9
830,34164
4933,119
3721,927
2893,2454
2062,20433
1101,9917
326,195577
1165,8660
2886,3255
2543,6229
335,286853
3531,13276
2791,7585
1867,18234
4742,40
4664,426
2505,1394
4856,14389
3533,2198
2936,2950
440,68176
1289,56754
2525,11477
841,46915
1898,6048
1044,23384
3513,210
7869,32
1751,11957
91,1581728
2137,2217
467,61750
2121,3059
474,80649
3563,3018
563,101916
3248,860
2919,13782
2953,20045
7334,14
3489,191
68,1597018
5338,2308
2514,3561
5081,340
7164,84
4176,2
3628,16758
3807,24816
222,484845
2911,28064
2418,1710
3132,3733
305,159845
928,24559
1644,14473
1526,36554
3245,1594
217,227896
4815,4643
158,463378
281,203640
3832,24082
3412,1429
4928,2816
3658,1015
1418,4387
36,3634876
1368,7505
748,104860
472,304586
1655,11968
1943,7238
711,43120
132,614133
1791,64691
3779,1687
3747,73
2180,2118
2769,1025
1428,7749
1018,24394
1125,11304
2279,16755
741,27445
998,19345
2806,6185
7385,1
4831,23123
3032,2402
1789,21578
3880,16958
3947,220
3192,1960
2076,32134
1545,46645
1838,26091
1773,14228
1058,17432
3883,131
3704,275
3166,3391
5417,1
3392,617
2860,334752
3141,760
1535,6798
3775,563
5258,176
4253,15
1335,28935
3780,550
3974,880
4847,7295
3409,1579
5419,1159
5270,1445
165,523598
4579,12
2351,10510
729,58066
2,104045265
2125,4244
2553,2846
1231,21631
2979,8918
3270,1072
2446,1779
973,24979
2961,22494
2569,719
1046,29963
319,243112
2571,6991
2857,602027
1179,19581
1922,4260
735,53707
3048,9011
2948,9274
1271,13449
344,164434
2103,40482
2949,15973
1710,9224
4783,1
2224,33227
1133,14547
2421,1577
209,278696
2837,2522
1118,34058
1575,58913
2428,11775
4718,720
600,36424
80,1162356
336,190263
457,77365
1301,15884
383,109116
2532,75911
3817,29248
1873,5602
2497,1674
3651,53
92,1669007
3687,33509
1212,9201
2253,6472
2787,17439
2433,1206
1477,6132
1164,13187
5450,93
6954,351
2824,38137
505,60821
2739,7966
670,42455
1094,28311
419,101936
995,20304
837,29367
2015,6866
625,22987
149,585825
3208,21525
3839,629
406,153782
2289,4830
4798,376
3283,679
2312,1193876
19,16688333
3096,2339
3637,3905
1030,18762
365,270257
2730,1472
763,43390
3255,48750
3332,764
4632,92
2021,7094
3430,5450
3318,16228
570,91320
3123,10996
1880,5727
3761,46
252,269240
4883,583
3389,1117
